player_id,nome,eta,genere,paese,città,mestiere,istruzione,soddisfazione,classe_personaggio,livello,salute_media,attacco_medio,destrezza,oggetti_usati,numero_battaglie,numero_vittorie,numero_sconfitte,tempo_totale_giocato,crediti_attuali,spesa_mensile,numero_acquisti,tipo_acquisti,abbonamento_attivo,rimborso_totale,giorni_attivi,sessioni_giornaliere_medie,durata_media_sessione,ora_punta_login,giorno_settimana_attivo,pausa_media_tra_sessioni,tipo_dispositivo,versione_app,numero_crash,latency_media,bug_rilevati,cluster_comportamentale,canale_acquisizione,campagne_risposta,profilo_social_integrato
44339,Julia,62.0,M,Peru,Mccartyview,"Therapist, occupational",,4,Guerriero,64,44.0,29.0,3,"Spada,Bomba,Spada",59,218,190,9912,2322.0,16.0,98,"Bomba,Bomba",0,670,190,2.7,84,13,Sab,52.1,PC,2.0,3,48,3,Casual,Pubblicità,14,0
44340,Kimberly,50.0,F,Sweden,Hughesport,Retail merchandiser,Scuola Media,9,Mago,53,59.0,29.0,12,Spada,465,26,126,19048,1097.0,15.0,65,"Bomba,Pozione,Medaglione",1,403,293,0.8,23,12,Sab,57.9,PC,1.1,3,21,4,Hardcore,Referral,14,0
44341,Michael,22.0,F,Saint Martin,Carolview,"Engineer, automotive",Università,10,Ladro,32,81.0,20.0,7,"Pozione,Medaglione,Spada",71,66,170,11687,,5.0,31,"Spada,Bomba,Bomba",0,961,56,3.7,26,17,Sab,21.1,PC,1.2,0,154,6,Casual,Pubblicità,4,0
44342,Susan,63.0,M,Tuvalu,Grahamland,Education administrator,Superiore,10,Guerriero,99,55.0,7.0,7,Scudo,279,152,367,11302,2650.0,20.0,27,"Bomba,Pozione",0,485,303,2.8,71,0,Lun,50.6,PC,1.2,6,185,9,Casual,Pubblicità,15,0
44343,Victoria,49.0,F,Saint Pierre and Miquelon,North Nicoleside,Software engineer,Università,9,Ladro,9,,31.0,8,Medaglione,306,420,441,10989,1596.0,1.0,13,"Spada,Scudo,Pozione",0,388,65,4.7,42,11,Mar,55.8,Mobile,1.0,5,228,7,Spender,Pubblicità,1,0
44344,Shannon,41.0,F,United States of America,Port Andreport,IT consultant,Post-Laurea,6,Ladro,96,37.0,37.0,8,"Medaglione,Medaglione,Spada",170,226,403,16793,116.0,31.0,0,"Pozione,Scudo,Scudo",1,337,64,1.8,119,7,Dom,1.9,Mobile,1.2,9,95,0,Casual,Organic,3,0
44345,Jose,47.0,M,Congo,Hendersontown,Chief Strategy Officer,Superiore,1,Mago,16,49.0,33.0,5,"Scudo,Spada,Scudo",367,425,308,19927,3049.0,2.0,70,"Medaglione,Bomba,Medaglione",1,207,16,3.3,150,13,Gio,49.8,PC,1.2,1,91,6,Casual,Referral,11,0
44346,William,53.0,F,Montserrat,New Anthony,Statistician,Post-Laurea,5,Guerriero,81,83.0,48.0,15,Bomba,416,193,245,17218,1928.0,12.0,51,"Medaglione,Pozione,Bomba",0,616,314,1.7,53,5,Dom,9.3,Tablet,2.0,1,209,0,Hardcore,Pubblicità,7,1
44347,Jonathan,50.0,M,Somalia,Mariohaven,"Journalist, newspaper",Superiore,7,Ladro,72,75.0,39.0,13,"Scudo,Scudo,Medaglione",375,390,384,1572,2820.0,12.0,80,"Bomba,Bomba",0,64,138,4.5,72,7,Sab,5.3,PC,1.0,0,293,4,Casual,Organic,10,1
44348,Katherine,20.0,F,Yemen,West John,Patent examiner,Superiore,6,,82,21.0,23.0,19,"Bomba,Scudo,Scudo",310,271,406,8416,905.0,2.0,72,"Scudo,Pozione",1,927,305,3.0,76,10,Mer,28.9,Mobile,2.0,3,66,2,Hardcore,Pubblicità,2,0
44349,Sherry,64.0,F,China,Port Eric,"Administrator, Civil Service",Superiore,1,Ladro,93,31.0,41.0,9,Scudo,405,290,317,12006,1777.0,5.0,83,"Spada,Medaglione",0,192,23,1.9,79,17,Mar,35.9,PC,1.1,5,100,8,Spender,Referral,15,0
44350,Andrew,42.0,M,Greece,Diazbury,Information systems manager,Post-Laurea,2,Guerriero,52,40.0,16.0,13,"Spada,Spada,Bomba",202,401,303,1254,1131.0,11.0,94,Scudo,0,780,247,3.6,125,8,Sab,23.8,PC,1.2,1,163,6,Casual,Pubblicità,3,0
44351,Helen,27.0,F,Jordan,New Barbaratown,Pensions consultant,Università,2,Mago,42,22.0,48.0,13,"Spada,Pozione",350,382,48,14037,263.0,,6,Pozione,0,64,150,1.7,45,13,Ven,71.8,Mobile,1.1,9,160,7,Casual,Pubblicità,5,0
44352,Shawn,24.0,,Malaysia,Harrisonview,Electronics engineer,Università,3,Ladro,43,62.0,6.0,8,"Scudo,Bomba,Medaglione",438,429,272,12441,30.0,3.0,49,"Bomba,Medaglione",1,600,125,1.0,12,13,Lun,70.6,Mobile,1.2,1,155,8,Casual,Pubblicità,17,0
44353,Rachel,41.0,M,Trinidad and Tobago,East Luis,Local government officer,Università,10,Mago,99,71.0,33.0,17,"Bomba,Pozione",52,407,396,6346,3483.0,20.0,63,"Bomba,Scudo,Scudo",0,991,218,2.3,133,7,Mar,58.3,Mobile,1.1,7,249,3,Hardcore,Pubblicità,8,0
44354,Edward,39.0,F,Luxembourg,Smithchester,Horticultural consultant,Università,5,Mago,37,59.0,50.0,3,"Pozione,Spada",265,309,242,4825,854.0,6.0,64,Bomba,0,868,344,2.1,141,6,Dom,64.9,Mobile,1.0,8,199,0,Hardcore,Referral,5,1
44355,Amy,,F,Egypt,North Jeromebury,Archaeologist,Superiore,3,Guerriero,84,91.0,35.0,8,Bomba,298,1,490,11869,4797.0,1.0,92,Bomba,0,61,220,3.6,59,10,Mar,58.7,PC,1.2,1,53,1,Hardcore,Pubblicità,11,1
44356,Peter,61.0,M,Gabon,New Jessica,"Nurse, adult",Scuola Media,3,Guerriero,3,67.0,29.0,14,Pozione,348,31,161,17518,3830.0,6.0,9,"Medaglione,Pozione",1,262,330,4.9,82,14,Gio,33.6,PC,1.1,2,159,4,Hardcore,Pubblicità,14,0
44357,George,33.0,F,Taiwan,Hamiltonville,Chief Marketing Officer,Scuola Media,9,Mago,12,74.0,5.0,12,Scudo,374,25,141,15129,4076.0,9.0,69,"Spada,Scudo,Scudo",0,644,3,4.7,113,1,Lun,12.1,PC,1.2,3,99,4,Hardcore,Pubblicità,10,0
44358,David,27.0,M,Zimbabwe,Port Joshua,Hospital doctor,Superiore,9,Guerriero,28,41.0,8.0,5,Spada,3,128,110,9412,4305.0,0.0,87,"Spada,Bomba",1,66,304,5.0,167,19,Sab,51.4,PC,1.2,0,41,6,Casual,Pubblicità,0,0
44359,Edwin,23.0,F,Holy See (Vatican City State),Lake Dawn,Patent examiner,Superiore,4,Ladro,54,60.0,9.0,4,Pozione,31,141,245,2529,4934.0,4.0,73,Bomba,1,916,176,2.7,31,23,Mer,16.2,Mobile,1.2,5,192,5,Hardcore,Pubblicità,14,1
44360,Madison,29.0,M,Azerbaijan,West Meagan,Prison officer,Superiore,1,Mago,63,84.0,36.0,1,Scudo,187,298,404,14337,4445.0,10.0,39,"Scudo,Medaglione,Scudo",1,74,157,4.6,67,12,Dom,5.0,PC,1.1,8,227,4,Casual,Pubblicità,3,1
44361,Andrea,14.0,F,New Caledonia,Lake Jean,Interpreter,Università,6,Guerriero,75,90.0,24.0,13,"Bomba,Medaglione",91,263,112,19409,2148.0,22.0,54,"Bomba,Bomba",0,284,43,1.2,177,0,Mer,16.3,Mobile,1.1,5,134,6,Casual,Pubblicità,5,1
44362,Philip,36.0,F,United Arab Emirates,West Elizabethville,Politician's assistant,Superiore,8,Guerriero,1,82.0,46.0,10,Medaglione,276,5,60,15244,2022.0,1.0,82,"Spada,Medaglione,Scudo",1,78,120,2.6,31,9,Mer,4.7,Mobile,1.0,9,152,5,Casual,Pubblicità,10,1
44363,Jacob,17.0,M,Guam,Lake Sabrinaville,Field trials officer,Post-Laurea,4,Ladro,88,34.0,27.0,6,"Medaglione,Bomba,Pozione",227,214,139,14206,4833.0,25.0,4,"Medaglione,Bomba",0,586,255,1.4,179,1,Dom,30.1,PC,1.2,7,286,3,Hardcore,Pubblicità,8,1
44364,Angela,44.0,M,Bouvet Island (Bouvetoya),Lake Deborah,Forensic scientist,Scuola Media,6,Ladro,58,75.0,29.0,4,"Medaglione,Spada",362,26,409,17252,2190.0,36.0,25,"Scudo,Pozione",1,994,347,4.3,126,8,Gio,40.5,Mobile,1.2,2,259,5,Casual,Organic,15,0
44365,Scott,47.0,F,Guyana,Lisamouth,Architectural technologist,Superiore,10,Mago,14,43.0,31.0,4,"Scudo,Spada,Scudo",25,85,354,18627,747.0,23.0,63,"Pozione,Scudo",0,380,347,4.8,54,8,Gio,15.6,Tablet,1.1,8,28,6,Hardcore,Organic,12,0
44366,Christopher,26.0,M,Argentina,Heathertown,Retail banker,Università,1,Mago,47,52.0,39.0,8,"Bomba,Pozione",276,98,458,19892,753.0,2.0,43,"Bomba,Medaglione",1,585,203,2.1,93,10,Lun,66.3,PC,2.0,5,265,5,Casual,Organic,9,0
44367,Marcus,29.0,M,Barbados,Port James,"Scientist, marine",Superiore,6,Mago,61,58.0,26.0,9,Pozione,112,60,456,4623,2319.0,29.0,88,Spada,0,436,58,2.0,179,10,Dom,22.2,Mobile,1.1,1,227,5,Casual,Pubblicità,16,0
44368,Ian,25.0,F,Djibouti,Courtneyhaven,"Nurse, learning disability",Università,1,Mago,62,35.0,46.0,5,"Pozione,Scudo",471,173,272,7999,515.0,6.0,8,"Scudo,Spada,Pozione",0,318,60,1.4,26,10,Dom,53.1,Tablet,1.2,3,105,4,Spender,Pubblicità,7,0
44369,Cody,30.0,F,Nicaragua,Dorothychester,"Engineer, production",Superiore,3,Mago,77,73.0,34.0,6,Spada,411,54,262,10683,205.0,0.0,0,Scudo,0,88,48,2.2,14,11,Gio,38.2,Mobile,1.2,1,227,2,Hardcore,Referral,10,0
44370,Jesse,62.0,F,Guatemala,Port Darrell,"Engineer, site",Superiore,2,Guerriero,50,59.0,40.0,5,Spada,160,338,235,14969,1464.0,5.0,86,Medaglione,0,492,223,4.5,113,13,Mer,17.6,Tablet,1.1,2,10,4,Hardcore,Pubblicità,18,1
44371,Matthew,32.0,F,Cape Verde,Aguirretown,Chiropodist,Scuola Media,7,Guerriero,72,36.0,50.0,18,"Medaglione,Scudo",266,144,449,2241,2290.0,5.0,82,Medaglione,0,704,24,2.6,161,13,Dom,47.5,Mobile,1.2,2,21,3,Casual,Organic,11,0
44372,Raven,65.0,F,Namibia,North Michael,Air broker,Scuola Media,10,Guerriero,64,36.0,27.0,12,Spada,356,41,408,11219,1948.0,1.0,1,Scudo,1,499,36,2.0,150,8,Mar,33.4,Tablet,1.2,9,278,5,Hardcore,Organic,13,0
44373,Brandon,55.0,M,Maldives,Thompsonton,Market researcher,Superiore,4,Guerriero,18,67.0,48.0,12,"Medaglione,Spada",284,15,446,18609,2641.0,43.0,93,Pozione,0,483,290,3.4,170,14,Mer,43.6,PC,1.2,5,175,7,Casual,Pubblicità,11,0
44374,Sheena,62.0,F,Kazakhstan,Port Benjamin,Location manager,Superiore,8,Mago,45,98.0,39.0,8,Medaglione,190,351,293,9770,1840.0,10.0,39,Spada,0,538,256,3.1,71,18,Gio,39.2,PC,1.0,1,251,1,Casual,Organic,4,0
44375,Mindy,46.0,,Bahamas,Seanhaven,Gaffer,Scuola Media,4,Ladro,49,27.0,19.0,20,"Medaglione,Spada",64,475,56,14683,2131.0,,53,"Scudo,Pozione,Medaglione",0,979,250,3.1,47,7,Lun,44.3,PC,1.2,9,266,3,Spender,Pubblicità,6,0
44376,Karen,45.0,M,North Macedonia,Lake Jasonstad,"Scientist, research (physical sciences)",Post-Laurea,4,Guerriero,22,60.0,48.0,6,"Pozione,Pozione",276,355,321,3618,1269.0,5.0,9,Bomba,0,171,105,2.4,93,11,Ven,20.4,PC,2.0,7,75,3,Casual,Pubblicità,14,1
44377,David,24.0,M,Tunisia,Lake Scott,"Chemist, analytical",Superiore,10,Guerriero,27,45.0,49.0,16,"Bomba,Pozione",232,417,490,2502,1105.0,2.0,17,"Pozione,Spada,Bomba",0,526,9,0.7,138,16,Sab,51.3,Mobile,1.0,1,68,7,Casual,Referral,18,0
44378,Steven,57.0,M,Congo,North Danielleport,Hydrogeologist,Superiore,7,Mago,19,58.0,47.0,10,Spada,260,49,175,2311,456.0,6.0,0,"Spada,Pozione",0,626,138,2.1,132,0,Dom,7.1,PC,1.1,6,288,7,Casual,Pubblicità,0,0
44379,Theresa,20.0,M,Armenia,North Sarahfurt,Air cabin crew,Superiore,1,Ladro,6,80.0,41.0,8,"Medaglione,Pozione",495,400,397,17909,430.0,29.0,26,Bomba,0,971,318,3.0,61,13,Lun,23.2,Mobile,1.0,3,97,3,Hardcore,Referral,9,1
44380,Bradley,27.0,F,Denmark,Lake Francishaven,"Teacher, adult education",Superiore,2,Ladro,91,68.0,22.0,2,"Pozione,Medaglione",176,427,382,4359,3857.0,30.0,21,"Scudo,Spada,Pozione",0,186,281,1.6,70,7,Lun,63.8,Tablet,1.1,0,233,7,Casual,Organic,4,0
44381,John,22.0,M,South Georgia and the South Sandwich Islands,Larrymouth,Clinical cytogeneticist,Università,9,Mago,5,70.0,49.0,5,"Pozione,Pozione",351,383,35,15910,336.0,10.0,55,Spada,1,499,342,1.2,52,4,Sab,48.4,Tablet,1.2,4,117,9,Spender,Pubblicità,2,0
44382,Yolanda,27.0,F,Gabon,Port Katherine,"Scientist, research (life sciences)",Superiore,1,Mago,56,60.0,,7,"Scudo,Bomba",12,312,103,12763,3429.0,27.0,31,"Spada,Pozione",0,438,175,1.2,22,23,Mer,58.6,Mobile,2.0,4,177,3,Casual,Organic,1,0
44383,Christopher,23.0,F,Suriname,Chavezstad,"Optician, dispensing",Scuola Media,8,Mago,50,85.0,15.0,3,"Spada,Scudo",489,16,499,16150,2327.0,3.0,92,"Scudo,Bomba",1,351,169,0.9,22,4,Mer,23.8,Mobile,2.0,0,176,2,Hardcore,Pubblicità,2,0
44384,Karen,42.0,M,Palestinian Territory,Brianstad,Merchant navy officer,Scuola Media,10,Mago,4,65.0,45.0,2,"Pozione,Pozione,Medaglione",475,297,440,15814,4169.0,21.0,15,"Bomba,Medaglione",0,543,364,4.1,94,7,Sab,2.9,Tablet,1.0,1,177,2,Casual,Organic,12,0
44385,Matthew,58.0,M,Venezuela,West Nicholasborough,"Pharmacist, community",Scuola Media,7,Ladro,44,26.0,47.0,14,"Scudo,Pozione,Spada",14,239,125,8731,403.0,13.0,33,"Spada,Scudo",0,275,293,1.7,100,0,Lun,10.7,PC,2.0,3,227,0,Casual,Organic,4,0
44386,Stephen,39.0,M,Uzbekistan,Elizabethfurt,Mental health nurse,Università,2,Guerriero,10,66.0,25.0,4,Pozione,22,384,361,7381,3933.0,15.0,45,Medaglione,1,111,126,3.0,76,11,Sab,68.3,PC,1.1,0,289,5,Hardcore,Organic,11,0
44387,Danielle,22.0,M,Portugal,Hornland,Dramatherapist,Superiore,9,Guerriero,91,54.0,48.0,4,Spada,116,183,436,6368,2507.0,3.0,24,Medaglione,0,963,46,1.7,171,9,Lun,10.7,PC,2.0,6,234,1,Casual,Organic,18,0
44388,Bonnie,47.0,M,Holy See (Vatican City State),Lake Tony,Publishing rights manager,Superiore,6,Guerriero,75,48.0,21.0,20,"Bomba,Pozione",413,220,309,5678,2192.0,8.0,27,"Medaglione,Bomba,Bomba",0,534,86,1.6,176,11,Sab,65.8,PC,2.0,1,49,1,Hardcore,Pubblicità,7,0
44389,Kristin,69.0,F,Bolivia,New Taylorton,"Therapist, occupational",Università,1,Guerriero,57,40.0,40.0,12,"Pozione,Spada",280,203,261,8701,1223.0,5.0,78,"Medaglione,Spada,Medaglione",0,207,354,1.3,38,10,Sab,9.8,PC,1.1,1,236,2,Hardcore,Referral,3,0
44390,Jake,42.0,M,Bosnia and Herzegovina,Robertmouth,Educational psychologist,Scuola Media,4,Guerriero,80,90.0,15.0,14,"Medaglione,Spada",459,127,405,13952,2018.0,7.0,1,Spada,0,56,80,3.1,144,17,Gio,65.1,Mobile,1.1,2,101,5,Hardcore,Pubblicità,19,0
44391,Benjamin,32.0,M,Trinidad and Tobago,Morganborough,Veterinary surgeon,Università,4,Mago,37,26.0,9.0,17,"Bomba,Spada",280,444,408,4403,1415.0,18.0,27,Pozione,0,64,67,4.1,14,16,Gio,12.7,Mobile,1.1,6,246,5,Casual,Referral,16,0
44392,James,16.0,,Israel,Rachelview,Public house manager,Università,7,,11,85.0,19.0,14,"Spada,Spada",93,14,100,14286,4884.0,17.0,54,"Spada,Medaglione",0,675,257,3.6,60,13,Sab,69.8,Tablet,1.0,8,33,7,Hardcore,Organic,1,1
44393,Jack,58.0,M,Belgium,Port Martin,Quarry manager,Scuola Media,1,Ladro,36,83.0,49.0,7,Spada,157,41,108,17505,1573.0,,33,Medaglione,1,623,84,0.9,15,11,Gio,14.2,PC,2.0,4,130,5,Hardcore,Organic,2,0
44394,Danielle,19.0,F,Netherlands Antilles,South Derekview,Clothing/textile technologist,Superiore,8,Guerriero,17,31.0,23.0,3,"Scudo,Pozione,Spada",387,100,499,3918,1105.0,1.0,2,"Medaglione,Bomba,Scudo",0,847,268,0.9,178,0,Sab,17.4,Tablet,2.0,6,85,8,Casual,Organic,16,1
44395,Cody,66.0,M,Equatorial Guinea,West Rachelchester,"Teacher, English as a foreign language",Scuola Media,4,,25,47.0,41.0,18,Scudo,459,435,137,9974,853.0,10.0,41,Pozione,1,150,46,4.5,126,7,Mer,45.2,Mobile,1.1,4,46,9,Spender,Referral,17,1
44396,Tanner,32.0,M,Azerbaijan,West Brandon,Special educational needs teacher,Superiore,3,Ladro,24,47.0,6.0,5,"Spada,Pozione",96,35,200,7818,31.0,,58,Pozione,0,860,303,2.5,15,3,Mer,58.0,Mobile,1.1,7,16,9,Hardcore,Pubblicità,14,1
44397,Joshua,31.0,M,Falkland Islands (Malvinas),Stacymouth,Civil Service administrator,Scuola Media,9,Mago,22,100.0,32.0,4,Medaglione,165,179,234,4419,1369.0,4.0,53,Medaglione,1,21,72,4.3,13,17,Lun,65.6,PC,1.0,7,75,1,Casual,Referral,12,0
44398,Jack,34.0,F,South Africa,Victortown,"Designer, jewellery",Università,4,Mago,92,85.0,33.0,3,"Spada,Pozione",160,224,292,1837,857.0,1.0,21,Scudo,0,595,228,3.6,88,10,Gio,57.6,Mobile,1.1,4,116,7,Hardcore,Pubblicità,6,0
44399,Chad,24.0,M,Nepal,Taylorfort,Lexicographer,Superiore,5,Guerriero,43,91.0,13.0,8,"Pozione,Spada",489,300,50,7256,4608.0,3.0,45,"Medaglione,Medaglione",1,497,115,3.6,41,1,Mar,19.9,Mobile,2.0,7,179,5,Hardcore,Referral,9,1
44400,Jesus,28.0,F,Malaysia,East Adam,Speech and language therapist,Scuola Media,7,Guerriero,53,53.0,24.0,20,Medaglione,164,122,97,12548,2102.0,13.0,48,"Scudo,Pozione,Spada",1,22,149,3.5,41,17,Ven,32.8,PC,1.1,0,111,6,Hardcore,Pubblicità,12,1
44401,Deanna,31.0,F,Somalia,South Hannahborough,"Administrator, local government",Università,10,Mago,96,82.0,32.0,12,"Pozione,Bomba",390,99,302,3611,4357.0,9.0,20,"Medaglione,Spada",1,655,11,0.5,123,17,Ven,23.6,PC,1.0,0,96,1,Casual,Referral,3,1
44402,Michelle,17.0,F,Poland,South Tamihaven,Music tutor,Scuola Media,1,,50,71.0,27.0,19,Pozione,329,399,404,1176,3076.0,11.0,62,"Scudo,Pozione,Spada",0,648,345,3.7,131,7,Mar,25.5,Mobile,1.1,1,14,7,Casual,Pubblicità,3,0
44403,Leslie,68.0,M,Azerbaijan,Lake Andrew,Chief Executive Officer,Superiore,4,Guerriero,35,97.0,10.0,14,Medaglione,368,137,281,1021,,13.0,89,Scudo,0,685,213,3.1,17,14,Ven,60.1,Tablet,1.2,6,173,4,Casual,Pubblicità,4,1
44404,Megan,42.0,M,Chad,Johnburgh,Haematologist,Superiore,8,Mago,28,31.0,20.0,14,"Bomba,Scudo",324,238,333,8469,1380.0,7.0,3,"Medaglione,Scudo,Scudo",0,624,298,4.0,120,16,Mar,8.2,Mobile,1.1,0,146,5,Hardcore,Pubblicità,7,0
44405,Christy,54.0,,North Macedonia,Lake Sarah,Chartered management accountant,Superiore,1,Guerriero,6,58.0,26.0,19,Scudo,107,144,27,5154,1747.0,,73,"Scudo,Scudo",0,654,360,1.4,16,11,Gio,45.3,PC,1.2,5,152,6,Casual,Pubblicità,0,0
44406,Alexis,14.0,F,Falkland Islands (Malvinas),Michaelbury,Broadcast journalist,Superiore,5,Mago,51,61.0,11.0,19,Bomba,99,8,43,10104,182.0,,3,"Scudo,Spada",1,613,164,1.8,105,9,Sab,70.5,Tablet,1.2,1,269,8,Casual,Pubblicità,13,0
44407,Cheryl,69.0,F,British Indian Ocean Territory (Chagos Archipelago),Sherimouth,Patent attorney,Post-Laurea,6,Ladro,51,53.0,25.0,16,"Pozione,Medaglione,Spada",197,479,228,15769,2941.0,7.0,77,"Bomba,Spada,Bomba",0,332,352,4.0,28,11,Gio,8.1,Mobile,1.2,4,226,3,Hardcore,Pubblicità,16,0
44408,Amber,68.0,M,Cocos (Keeling) Islands,East Jason,"Loss adjuster, chartered",Università,8,Guerriero,71,45.0,49.0,18,Scudo,75,436,432,13079,1901.0,5.0,62,"Spada,Medaglione,Medaglione",1,153,93,4.6,42,13,Dom,5.8,PC,1.1,2,238,0,Casual,Pubblicità,19,0
44409,Joshua,38.0,F,Andorra,Greenhaven,"Social research officer, government",Scuola Media,5,Mago,14,53.0,43.0,20,"Medaglione,Scudo",355,214,345,19386,3497.0,,27,"Bomba,Scudo",0,287,53,4.4,56,13,Dom,70.8,PC,2.0,5,268,2,Spender,Organic,11,0
44410,Kelly,47.0,M,Holy See (Vatican City State),Corychester,Oceanographer,Post-Laurea,1,Mago,89,94.0,28.0,14,Scudo,122,205,2,7345,4310.0,11.0,61,"Pozione,Scudo",1,122,296,4.2,168,2,Mer,40.5,PC,1.1,2,240,3,Casual,Pubblicità,12,0
44411,Mark,24.0,,Vietnam,East Emily,Social researcher,Università,9,Mago,19,55.0,48.0,7,"Scudo,Scudo",333,97,371,11657,4832.0,,67,Spada,1,219,37,1.8,78,8,Sab,23.1,PC,1.2,7,18,9,Casual,Pubblicità,9,0
44412,Maria,37.0,F,Guinea,New Scottburgh,Museum/gallery exhibitions officer,Superiore,7,Guerriero,89,29.0,34.0,7,"Bomba,Spada",166,423,113,5313,3454.0,,93,Bomba,0,577,25,4.9,68,8,Mer,17.2,PC,1.2,0,245,3,Spender,Pubblicità,4,1
44413,Patricia,48.0,F,Ireland,North Meganchester,Call centre manager,Scuola Media,1,Guerriero,54,41.0,26.0,12,"Scudo,Pozione",256,261,291,4386,3608.0,24.0,56,"Medaglione,Scudo",1,75,6,2.6,48,7,Mer,11.3,Mobile,1.0,2,162,3,Casual,Organic,16,0
44414,Teresa,50.0,M,Turks and Caicos Islands,North John,"Therapist, speech and language",Università,4,Mago,36,76.0,9.0,11,"Pozione,Pozione,Scudo",47,204,50,5732,1430.0,2.0,21,Scudo,0,806,108,4.0,100,22,Ven,33.8,Mobile,1.1,2,26,2,Hardcore,Organic,9,1
44415,Valerie,45.0,M,Senegal,Millerberg,Science writer,Università,6,Guerriero,63,38.0,18.0,11,"Medaglione,Spada",372,366,134,5989,322.0,2.0,95,"Medaglione,Pozione,Pozione",1,510,354,1.2,34,15,Ven,68.6,PC,1.2,6,206,1,Casual,Pubblicità,2,0
44416,Martin,68.0,M,Barbados,East Christine,English as a second language teacher,Post-Laurea,8,Mago,48,24.0,32.0,9,"Medaglione,Pozione",163,164,285,17736,992.0,4.0,16,"Bomba,Scudo,Bomba",0,720,227,1.8,69,13,Sab,40.7,Mobile,1.2,6,271,5,Hardcore,Pubblicità,10,1
44417,Jennifer,41.0,F,Antigua and Barbuda,Melissahaven,Chartered management accountant,Post-Laurea,1,Guerriero,80,96.0,29.0,13,"Pozione,Scudo",260,393,233,11771,489.0,5.0,70,Bomba,1,594,68,4.3,107,10,Mer,11.3,PC,1.1,0,126,8,Hardcore,Pubblicità,4,0
44418,Kimberly,34.0,F,Jordan,Port Linda,Professor Emeritus,Superiore,4,Mago,100,75.0,45.0,7,Medaglione,186,174,362,12325,4914.0,29.0,60,"Scudo,Scudo",0,360,158,4.2,158,7,Mer,40.4,Mobile,2.0,3,244,3,Hardcore,Pubblicità,13,0
44419,Anthony,20.0,M,Congo,Port Kimberlybury,Senior tax professional/tax inspector,Superiore,1,Ladro,56,80.0,33.0,20,"Medaglione,Medaglione",436,438,282,8924,4290.0,16.0,22,"Bomba,Pozione,Scudo",0,839,240,3.6,144,9,Lun,44.7,PC,1.2,1,103,3,Hardcore,Referral,13,0
44420,Antonio,54.0,,Cook Islands,Pachecoport,Midwife,Superiore,9,Mago,72,92.0,20.0,17,Scudo,7,139,62,13099,4744.0,102.0,41,Scudo,1,237,141,1.5,125,7,Mar,62.0,PC,1.2,3,270,6,Hardcore,Referral,3,1
44421,Jerome,,F,Pakistan,Wrightmouth,Conference centre manager,Università,6,Guerriero,33,79.0,32.0,6,Bomba,271,230,450,398,4490.0,11.0,55,"Bomba,Bomba,Spada",1,854,360,3.9,37,20,Ven,16.2,Tablet,1.1,0,38,5,Spender,Pubblicità,17,0
44422,Geoffrey,,F,Trinidad and Tobago,Carrieberg,Information officer,Scuola Media,3,Guerriero,89,48.0,7.0,11,"Spada,Scudo,Bomba",207,162,332,8886,4810.0,6.0,84,Scudo,0,83,204,4.3,177,8,Mer,49.6,PC,1.1,7,78,1,Hardcore,Referral,9,0
44423,Jennifer,42.0,F,Dominican Republic,Port Matthewton,Hospital doctor,Post-Laurea,7,Guerriero,54,79.0,23.0,9,"Medaglione,Bomba,Medaglione",24,409,360,18593,1981.0,5.0,84,"Pozione,Spada",0,65,354,1.0,101,20,Mar,3.8,Mobile,2.0,9,36,6,Spender,Pubblicità,14,1
44424,Kim,56.0,M,Barbados,Holderbury,Chief Marketing Officer,Superiore,6,Mago,41,57.0,27.0,11,"Medaglione,Bomba",199,202,322,14152,3687.0,2.0,19,"Scudo,Bomba,Medaglione",0,275,89,1.2,118,0,Mar,55.4,PC,2.0,4,132,8,Casual,Organic,0,0
44425,Tammy,52.0,F,Faroe Islands,Torresville,Publishing rights manager,Università,6,Mago,9,77.0,42.0,2,"Pozione,Bomba,Medaglione",458,178,224,18575,3964.0,11.0,35,"Spada,Scudo",0,293,350,1.7,61,20,Mar,5.7,PC,1.0,6,289,2,Hardcore,Pubblicità,0,0
44426,Christopher,55.0,F,Bolivia,South Adamville,Fast food restaurant manager,Post-Laurea,2,Mago,20,59.0,6.0,14,"Medaglione,Bomba,Spada",360,300,107,1536,644.0,34.0,51,"Bomba,Pozione",0,484,220,5.0,112,13,Mar,30.6,PC,1.0,8,278,7,Casual,Organic,14,0
44427,Matthew,34.0,M,Greece,Randallside,Special effects artist,Scuola Media,8,Ladro,16,91.0,9.0,16,"Medaglione,Bomba,Bomba",203,43,288,19350,4855.0,4.0,27,"Spada,Pozione",1,319,12,4.9,154,9,Gio,64.5,Mobile,1.0,6,186,3,Casual,Referral,7,0
44428,Richard,28.0,F,Tajikistan,Daveborough,Hotel manager,Università,10,Mago,52,84.0,42.0,13,"Scudo,Bomba,Medaglione",52,141,87,4475,1485.0,,12,"Spada,Bomba,Pozione",0,829,122,4.3,112,9,Ven,46.5,PC,1.0,8,200,6,Hardcore,Pubblicità,9,0
44429,Frances,63.0,F,Poland,Johnsontown,Architect,Superiore,4,Guerriero,56,56.0,14.0,11,Scudo,328,231,325,15811,2909.0,3.0,72,"Medaglione,Medaglione",1,309,267,3.1,88,11,Mar,10.3,PC,2.0,0,91,4,Casual,Organic,19,0
